Genre,Year,Title,From,Extras,Remarks
Drama|Romance,2007,Evening,DVD,Yes,
Drama,2007,Dark Matter,DVD,Yes,
Animation|Adventure|Comedy  ,2006,The Ant Bully,DVDR,,
Comedy|Drama|Romance ,2006,The Devil Wears Prada,DVD,Yes,
Comedy|Drama|Music,2006,A Prairie Home Companion,DVD,Yes,
Comedy|Drama|Romance,2005,Prime,DVD,Yes,
Adventure|Comedy|Family             ,2004,Lemony Snicket s A Series of Unfortunate Events,,,
Drama|Mystery|Thriller,2004,The Manchurian Candidate,DVD,Yes,
Drama,2002,The Hours,DVD,Yes,
Comedy|Drama,2002,Adaptation,DVD,Yes,
Adventure|Drama|Sci-Fi ,2001,A.I. Artificial Intelligence,DVDR,,
Drama|Music,1999,Music of the Heart,DVD,Yes,
Drama,1998,One True Thing,DVD ,Yes,
Drama,1998,Dancing at Lughnasa,DVD ,Yes,No subtitles
Drama,1997,...First Do No Harm,DVD ,Yes,No subtitles
Comedy|Drama,1996,Marvin's Room ,DVD ,No,
Drama|Thriller,1996,Before and After,DVD ,No,NTSC (DVDR PAL with subtitles)
Drama|Romance,1995,The Bridges of Madison County,DVD,Yes,
Action|Adventure|Thriller,1994,The River Wild,DVD,Yes,
Drama|Romance,1993,The House of the Spirits,DVD,No,
Comedy|Fantasy,1992,Death Becomes Her ,DVD ,Yes,
Comedy|Drama|Fantasy,1991,Defending Your Life,DVD ,Yes,NTSC
Comedy|Drama,1990,Postcards from the Edge,DVD ,Yes,
Comedy,1989,She-Devil,DVD ,No,
Drama,1988,A Cry In The Dark/Evil Angels,DVD ,Yes,
Drama,1987,Ironweed,DVD ,Yes,NTSC
Comedy|Drama|Romance,1986,Heartburn,DVD,No,
Biography|Drama|Romance ,1985,Out of Africa,DVD ,Yes,
Drama,1985,Plenty,DVD ,No ,No subtitles
Drama|Romance,1984,Falling in Love,DVD ,No,
Biography|Drama|Thriller ,1983,Silkwood,DVDR,,
Drama|Romance,1982,Sophie's choice,DVD ,Yes,No subtitles (DVDR-version with sub-titles)
Crime|Drama|Mystery  ,1982,Still of the Night,DVDR,No,
Drama|Romance,1981,The French Lieutenant's Woman,DVD ,No,2-copies
Drama,1979,Kramer vs. Kramer,DVD,Yes,
Comedy|Drama|Romance ,1979,Manhattan,DVD ,No,
Drama|War,1978,The Deer Hunter ,DVD,No,
Drama|History|Romance|War,1978,"Holocaust, film (miniserie)",DVD ,Yes,5-DVD
Thriller|Drama,1998,Before He Wakes,TV,NA,
Romance|Drama,1997,Married to a Stranger,TV,NA,
Drama|Romance,1994,Family Album,TV,NA,
Comedy|Fantasy|Mystery,1992,Love Can Be Murder,TV,NA,
Drama|Thriller,1992,Nightmare in the Daylight,TV ,NA,
Drama|Thriller,1992,In the Arms of a Killer,TV,NA,
Drama,1991,The Rape of Doctor Willis,TV,NA,
Drama|Thriller,1991,Lies Before Kisses,TV,NA,
Drama|Romance,1990,Kaleidoscope,TV,NA,
"Action, Adventure, Drama ",1988,The Bourne Identity,TV,NA,
Thriller,1988,Windmills of the Gods,TV,NA,
Drama,1986,Rage of Angels: The Story Continues,TV,NA,
Action|Drama|Adventure|Romance,1983,Rage of Angels,TV,NA,
Horror|Mystery|Thriller,2012,House at the End of the Street,DVD,Yes,
Comedy|Horror|Thriller,2010,Piranha,DVDR,Yes,
Drama|Thriller|Mystery,2009,Don McKay,DVDR,,
Drama|Horror|Mystery|Thriller,2007,First Born,DVD,Yes,
Horror|Mystery|Thriller,2005,Hide and Seek,DVD,Yes,
Drama,2002,Leo,DVD,No,
Action|Drama|Horror|Sci-Fi|Thriller,2000,Hollow Man,DVD  ,Yes,
Comedy|Drama|Romance,1999,Molly,DVD  ,Yes,
Action|Romance|Sci-Fi|Thriller,1997,The Saint,DVD  ,Yes,
Drama|Thriller|Action,1996,The Trigger Effect,TV  ,NA,
Drama|Romance,1995,Leaving Las Vegas,DVD  ,Yes,
Horror ,1986,Link,DVD,,
Family|Sport,1984,The Karate Kid,TV,NA,
Drama,2005,Selling Innocence,TV,NA,
Crime|Drama|Mystery|Thriller,2005,Stone Cold,DVD,Yes,
Drama|Horror|Thriller,2000,Ginger Snaps,TV,No,
Action|Adventure|Sci-Fi|Thriller,1998,Lost in Space,DVD ,Yes,
Sci-Fi|Thriller,1998,Virtual Obsession,DVD ,No,
,1997,The Christmas List,TV,NA,
Adventure|Family ,1995,Far from Home: The Adventures of Yellow Dog ,DVD,Yes,
Action|Drama|Thriller|Crime,1993,Those Bedroom Eyes,TV  ,NA,
Drama|Thriller|Crime,1992,White Sands,DVD ,Yes,
Action|Crime|Drama|Sci-Fi|Thriller,1991,Wedlock,DVD ,No,
Drama|History|Music,1991,The Doors,DVD  ,Yes,
Thriller|Crime|Drama ,1990,Desperate Hours ,DVD,Yes,
Action|Crime|Mystery ,1989,The Mighty Quinn,DVD ,Yes,
Action|Crime|Drama|Romance|Thriller,1987,Someone to Watch Over Me,DVD ,Yes,
Comedy|Drama|Romance ,2011,Larry Crowne               ,DVDR,,
Comedy|Romance,2010,Valentine's Day           ,DVDR,,
Drama|Romance,2010,Eat Pray Love,DVD,Yes,
Crime|Romance|Thriller,2009,Duplicity,DVDR,No,
Drama,2008,Fireflies In The Garden,DVDR,Yes,
Biography|Comedy|Drama ,2007,Charlie Wilson's War,DVDR,Yes,
Drama,2003,Mona Lisa Smile      ,DVDR,,
Comedy|Drama|Romance,2002,Full Frontal,DVD   ,Yes,
Action|Adventure|Comedy|Crime|Romance ,2001,The Mexican,DVD   ,Yes,
Comedy|Romance,2001,America's Sweethearts,DVDR,,
Biography|Drama ,2000,Erin Brockovich,DVD                               ,,
Comedy|Romance,1999,Notting Hill            ,DVDR,,
Comedy|Drama,1998,Stepmom                       ,DVDR,,
Action|Crime|Mystery,1997,Conspiracy Theory,DVDR,,
Comedy|Romance,1997,My Best Friend's Wedding  ,,,
Comedy|Drama|Romance,1995,Something to Talk About  ,,,
Action|Comedy|Romance ,1994,I Love Trouble            ,DVDR,,
Drama|Mystery|Romance|Thriller,1993,The Pelican Brief,DVD ,Yes,
Drama|Thriller ,1991,Sleeping with the Enemy,DVDR,,
Drama|Romance,1991,Dying Young               ,DVDR,,
Drama|Horror|Sci-Fi ,1990,Flatliners                 ,DVDR,,
Drama|Romance,2006,Breaking and Entering,DVD,Yes,
Drama,2005,The Sisters,DVD ,No,No dutch subtitles
Comedy|Drama|Music,2000,Duets,DVD,Yes,No dutch subtitles
Action|Adventure|Sci-Fi  ,2013,Oblivion,DVD,No,
Action|Comedy|Crime ,2013,2 Guns,DVD,Yes,
Comedy|Crime|Drama ,2011,Bernie,DVD,No,
 Action|Crime|Drama,2011,Setup,DVD,Yes,
Comedy|Romance,2004,Laws of Attraction,DVD,Yes,
Crime|Drama|Thriller,2005,Edison,DVD,Yes,
Action|Crime|Drama ,2009,Brooklyn's Finest,DVD,Yes,
"Crime, Drama ",2007,Brooklyn Rules,DVDR,,
Drama,2012,Promised Land,DVD,,
Drama|Sport,1991,Talent for the Game,DVD,No,
 Biography|Comedy|Drama ,2001,Riding in Cars with Boys,DVD,Yes,
Comedy|Drama|Romance ,2004,In Good Company,DVD,Yes,
Drama|Mystery|Romance ,2009,Northern Lights,DVD,No,
Drama,1992,Radio Flyer,DVD,No,
Drama|Sport ,2000,Custody of the Heart ,DVD,No,No subtitles
Sci-Fi|Thriller,2013,Gravity ,DVD,Yes,
"Action, Thriller ",2010,Hunt to Kill,,,
Adventure|Sci-Fi|Thriller,2014,Divergent,DVD,Yes,
"Comedy, Crime, Romance ",2010,Date Night,,,
"Crime, Drama, Mystery",2005,Gone but Not Forgotten,,,
Drama,2013,August: Osage County,DVD,,
Action|Crime|Drama ,2014,Brick Mansions,DVD,Yes,
Drama,2013,Blue Jasmine,DVD,,
Action|Mystery|Thriller ,2014,Non-Stop,DVD,Yes,
Biography|Drama|History ,2012,Lincoln ,DVD,Yes,
Biography|Crime|Drama,1995,The Basketball Diaries,DVD,Yes,No subtitles
Drama,1989,Up to Date/ In una notte di chiaro di luna,DVD,Yes,No subtitles
Drama,2014,Frontera,,,
"Action, Crime, Drama ",2005,Four Brothers,,,
"Drama, Mystery",2009,Das Weiße Band - Eine Deutsche Kindergeschichte - The White Ribbon,,,
Action|Mystery|Thriller ,2014,Jack Ryan: Shadow Recruit,DVD,Yes,
Drama,1999,A Map of the World,DVD,Yes,
Action|Drama|Thriller,2014,3 Days to Kill,DVD,Yes,
"Comedy, Romance",2014,The Other Woman,DVD,Yes,
"Comedy, Crime, Drama",2014,Inherent Vice,,,
"Crime, Drama, Romance ",2013,Salvo ,DVD,,
"Action, Crime, Drama ",2016,Dirty Lies,,,
"Action, Sci-Fi",1994,Bionic Ever After?/Bionic Breakdown,DVD,,
"Action, Sci-Fi",1989,Bionic Showdown: The Six Million Dollar Man and the Bionic Woman,DVD,,
"Action, Sci-Fi",1987,The Return of the Six-Million-Dollar Man and the Bionic Woman,DVD,,
"Comedy, Drama ",1995,Friday,,,
Comedy,2000,Next Friday,,,
"Comedy, Drama ",2002,Friday After Next,,,
"Drama, Mystery, Thriller ",2014,Before I Go to Sleep,,,
Thriller,2014,Stonehearst Asylum,DVDR,,
"Crime, Drama",2013,American Hustle,DVDR,,
"Crime, Thriller",2014,Cold in July,DVDR,,
"Drama, Romance ",2013,Third Person,DVD,,
"Action, Comedy, Crime ",2014,Drive Hard,DVDR,,
"Action, Crime, Drama",2014,Need for Speed,DVDR,,
"Comedy, Drama",2014,Chef,DVDR,,
Drama,2014,You're Not You,DVDR,,
Comedy ,2014,Let's Be Cops,DVDR,,
"Action, Comedy, Crime ",2013,The Heat,DVDR,,
"Crime, Drama, Thriller ",2014,The Forger,DVDR,,
"Drama, War",2014,The Monuments Men,DVD ,,
Thriller ,2014,A Most Wanted Man,DVDR,,
"Action, Drama",2013,Man of Tai Chi,DVDR,,
Drama,2012,The Forger,DVDR,,
"Drama, Fantasy, Sci-Fi ",2013,The Zero Theorem,DVDR,,
"Comedy, Drama",2012,Thanks for Sharing,DVDR,,
"Action, Drama, War",2014,Fury,DVD,,
"Drama, Romance, Thriller",2011,Down the Shore,DVDR,,
"Action, Crime, Thriller",2014,The Equalizer,DVD,,
"Comedy, Romance",2013,At Middleton,DVDR,,
"Action, Adventure, Fantasy",2013,47 Ronin,DVDR,,
"Drama, Thriller",2012,At Any Price,DVDR,,
Drama,2014,Maps to the Stars,DVDR,,
"Action, Biography, Drama",2013,Lone Survivor,DVDR,,
"Drama, Music",2012,A Late Quartet,DVDR,,
"Drama, Mystery, Thriller",2014,Gone Girl,DVDR,,
"Action, Adventure, Thriller",2012,The Expendables 2,DVDR,,
"Comedy, Crime, Thriller",2012,Stand Up Guys,DVDR,,
Comedy,2011,Jack and Jill,DVDR,,
"Drama, Music",2013,Begin Again,DVDR,,
Action ,2012,The Man with the Iron Fists,DVDR,,
"Biography, Drama, Thriller",2010,The Chameleon,DVDR,,
"Action, Adventure, Sci-Fi",2014,X-Men: Days of Future Past,DVDR,,
"Comedy, Sport ",2013,Grudge Match,DVDR,,
Drama,2013,Prosecuting Casey Anthony,DVDR,,
"Drama, Romance, Thriller",1993,Body of Evidence,DVDR,,
Comedy,2011,Butter,DVDR,,
"Action, Drama, Thriller",2013,Open Road,DVDR,,
Drama,2007,Turn the River,DVDR,,
"Biography, Crime, Drama ",2014,Kill the Messenger,DVDR,,
"Action, Sci-Fi, Thriller ",2014,Left Behind,DVDR,,
"Biography, Drama, History ",1982,Gandhi,DVDR,,
"Comedy, Drama, Romance",1993,Sleepless in Seattle,DVDR,,
"Action, Mystery, Sci-Fi",2014,The Maze Runner,DVDR,,
"Drama, Romance ",2014,The Fault in Our Stars,DVDR,,
Comedy,2014,Sex Tape,DVDR,,
"Action, Crime, Thriller ",2014,The November Man,DVDR,,
"Drama, Romance ",2014,The Best of Me,DVDR,,
"Action, Comedy, Crime",2014,22 Jump Street,DVDR,,
"Action, Sci-Fi, Thriller ",2014,Lucy ,DVDR,,
"Action, Thriller",2014,Into the Storm,DVDR,,
"Action, Crime, Drama ",2012,Seal Team Sixe: The Raid on Osama Bin Laden- Code Name: Geronimo,DVDR,,
"Crime, Drama, Mystery",2014,A Walk Among the Tombstones,DVDR,,
Action,2014,American Heist,DVDR,,
"Drama, Sport ",2014,When the Game Stands Tall,,,
"Action, Crime, Drama ",2014,Bad Country,,,
"Drama, Mystery, Sci-Fi",2014,Predestination ,,,
"Comedy, Drama, Romance",2013,Words and Pictures,,,
Drama,2013,The Reunion,,,
"Drama, Music, Romance",2014,If I Stay,,,
"Action, Thriller  ",2014,John Wick,,,
"Drama, Romance",2005,Memoirs of a Geisha,,,
"Crime, Drama ",1954,On the Waterfront,,,
"Action, Thriller ",2007,The Condemned,,,
Drama,2013,"1,000 Times Good Night",,,
Drama,2014,Boyhood,,,
"Drama, Mystery ",2013,Echoes from the Dead,,,
"Action, Sci-Fi",2013,Ice Soldiers,,,
"Comedy, Drama",2014,Samba,,,
"Romance, Comedy, Drama ",2002,Brown Sugar,,,
"Drama, War ",2013,"Bless Me, Ultima",,,
"Crime, Drama, Thriller",2013,A Single Shot,,,
Comedy,2013,Baggage Claim,,,
"Crime, Drama",2008,Felon,,,
Thriller,2014,The Calling,,,
"Action, Drama, Thriller",2007,The Contractor,,,
"Action, Drama, War ",2002,Windtalkers,,,
Comedy,2012,Wanderlust,,,
"Crime, Drama, Mystery ",2007,Fracture,,,
"Action, Thriller, Crime",2005,7 Seconds,,,
"Action, Adventure, Thriller",1996,The Rock,,,
"Mystery, Thriller ",2003,Identity,,,
Drama,2014,Boyhood,,,
"Comedy, Romance ",2009,The Ugly Truth,,,
"Action, Thriller",2011,The Hit List,,,
"Action, Crime, Drama ",1993,Rising Sun,,,
"Action, Thriller",1993,The Hit List,,,
"Comedy, Romance ",2014,About Last Night,,,
"Drama, Romance",2003,One Last Dance,,,
"Action, Thriller",2014,Taken 3,,,
"Biography, Drama",1999,"Girl, Interrupted",,,
Comedy ,2013,The Love Punch,,,
Comedy ,1994,A Good Man in Africa,,,
"Drama, Sport ",2014,A Fighting Man,,,
"Comedy, Drama",2013,The Best Man Holiday,,,
"Drama, Sport",2013,Home Run,,,
"Drama, Romance",1998,How Stella Got Her Groove Back,,,
Drama,1989,Dead Poets Society ,,,
"Comedy, Romance ",2012,Think Like a Man,,,
"Comedy, Drama, Romance ",2006,Friends with Money,,,
"Drama, Music ",2006,Take the Lead,,,
"Crime, Drama, Thriller",2013,Cold Comes the Night,,,
"Action, Crime, Thriller ",2014,Tokarev,,,
"Comedy, Drama, Romance",1996,She's the One,,,
"Action, Comedy, Crime",1995,Money Train,,,
"Action, Drama, Mystery",2009,Knowing,,,
"Comedy, Romance ",2012,Love Is All You Need,,,
"Action, Adventure, Fantasy",2011,Season of the Witch,,,
"Action, Crime, Thriller ",2009,Double Identity,,,
"Action, Fantasy",2008,Hancock,,,
Comedy,2014,Think Like a Man Too,,,
"Drama, Music",2011,You Got Served: Beat the World,,,
"Crime, Mystery, Thriller ",2014,Big Driver,,,
"Horror, Mystery",2012,Sinister,,,
"Action, Comedy, Crime",1987,Beverly Hills Cop II,,,
"Action, Comedy",1984,Beverly Hills Cop,,,
"Action, Comedy, Crime ",1994,Beverly Hills Cop III,,,
Comedy,2011,L!fe Happens,,,
"Comedy, Drama",2002,About Schmidt,,,
"Drama, Thriller",1993,Sliver ,,,
"Drama, Romance, Sport",2007,Lucky You,,,
"Crime, Mystery, Thriller ",1976,Marathon Man,,,
"Comedy, Romance ",2008,What Happens in Vegas,,,
Thriller ,2015,The Boy Next Door,,,
"Drama, War ",2008,Stop-Loss,,,
"Action, Family, Sport",2008,Speed Racer,,,
"Drama, Horror, Thriller",2008,The Eye,,,
"Action, Crime, Drama",1996,The Long Kiss Goodnight,,,
"Crime, Drama, Romance ",1988,Tequila Sunrise,,,
"Comedy, Drama, Music ",1988,Beaches ,,,
Drama,1999,Vendetta,,,
Drama,1982,The Verdict,,,
"Comedy, Romance",2007,And Then Came Love,,,
Drama,2007,Where God Left His Shoes,,,
Comedy,1986,The Money Pit,,,
"Drama, Thriller, War",2014,Boys of Abu Ghraib,,,
"Crime, Romance, Thriller ",1999,The Thomas Crown Affair,,,
Thriller,1987,The Killing Time,,,
"Action, Crime, Drama",1981,Thief,,,
"Crime, Drama, Mystery ",1983,Gorky Park,,,
"Horror, Thriller ",2011,Straw Dogs,,,
"Drama, Romance ",1985,St. Elmo's Fire,,,
"Action, Crime, Thriller  ",2006,The Sentinel,,,
"Biography, Drama",1985,Mask,,,
Drama,2009,Till det Som Är Vackert / Pure,,,
"Biography, Drama, Sport ",2011,Soul Surfer,,,
"Crime, Thriller, Drama ",1994,The Last Seduction,,,
Drama,2009,Stella's Oorlog,,,
"Comedy, Crime ",2013,Identity Thief,,,
"Action, Crime, Drama",2011,House of the Rising Sun,,,
Drama,2009,Nothing Personal,,,
"Animation, Adventure, Comedy",2011,Rio,,,
"Crime, Drama, Mystery",2005,Chasing Ghosts,,,
"Crime, Drama, Thriller",2015,Badge of Honor,,,
Comedy,2014,Bad Neighbours,,,
"Comedy, Drama, Music ",2001,Rock Star,,,
"Action, Adventure, Drama ",2002,The Count of Monte Cristo,,,
"Action, Crime, Drama ",2008,Hero Wanted,,,
"Comedy, Crime, Drama ",2008,In Bruges,,,
"Action, Crime, Drama ",2009,Breaking Point,,,
"Mystery, Thriller ",2013,Grand Piano,,,
Thriller  ,2014,Cut Bank,,,
"Action, Crime, Thriller ",2014,Good People,,,
"Action, Thriller",2014,Red Sky,,,
"Comedy, Romance ",2014,The Rewrite,,,
"Action, Thriller ",2015,Marine 4 - The Moving Target,,,
"Biography, Drama",1995,Dangerous Minds,,,
"Comedy, Drama ",1985,Desperately Seeking Susan,,,
"Adventure, Crime, Drama ",1986,Shanghai Surprise,,,
"Comedy, Music, Romance ",1987,Who's That Girl,,,
"Action, Comedy, Crime ",1990,Dick Tracy,,,
"Action, Comedy, Crime",2005,Kiss Kiss Bang Bang,,,
"Crime, Drama, Thriller",1981,Body Heat,,,
"Crime, Drama, Thriller",2013,Child of God,,,
"Drama, Romance ",1986,Children of a Lesser God,,,
"Drama, Sport",2015,Drown,,,
"Comedy, Drama, Sport",2005,Game 6,,,
Horror|Thriller|Mystery,2003,Gothika ,,,
"Action, Drama",2004,Critical Assignment,,,
"Crime, Drama, Mystery ",2008,A Teacher's Crime,,,
"Drama, Horror, Thriller",2007,The Devil's Child,,,
"Action, Comedy ",2014,The Interview,,,
"Comedy, Western  ",2014,A Million Ways to Die in the West,,,
"Action, Adventure, Romance ",2008,The Incredible Hulk,,,
"Comedy, Crime, Musical ",2003,The Singing Detective,,,
"Drama, Comedy",2000,Wonder Boys,,,
"Crime, Drama, Mystery",2007,Zodiac,,,
"Comedy, Crime, Drama",1991,Shadows and Fog,,,
"Sci-Fi, Thriller  ",2011,Scopers - The Speed of Thought,,,
Drama,2006,Sherrybaby ,,,
"Drama, Music ",2014,Whiplash ,,,
"Crime, Action, Comedy ",1988,Sunset,,,
"Action, Horror, Thriller",1988,Amsterdamned ,,,
"Animation, Action, Adventure",2007,Beowulf,,,
"Crime, Drama, Thriller",2013,In Secret,,,
Documentary,2012,De regels van Matthijs,,,
"Adventure, Drama, Romance ",1992,Medicine Man,,,
"Comedy, Drama, Romance ",2008,Forgetting Sarah Marshall,,,
"Action, Drama, Thriller",2001,The Last Castle,,,
Drama,2002,White Oleander,,,
"Action, Adventure, Comedy",2007,Wild Hogs,,,
Drama,2014,I Am Here,,,
"Drama, Music ",2002,8 Mile,,,
Drama,2014,Love is Strange,,,
"Comedy, Drama ",2005,Lonesome Jim,,,
Comedy,2014,Lovesick ,,,
"Crime, Drama, Mystery",2008,Surveillance ,,,
Comedy ,1995,Blue in the Face                ,,,
"Comedy, Thriller ",1995,Four Rooms                      ,,,
"Biography, Drama, Sport ",1992,The Babe                        ,,,
"Action, Comedy, Crime ",2003,Foolproof                       ,,,
"Crime, Thriller",1996,Ransom                          ,,,
"Action, Drama, Thriller",2014,Skin Trade                      ,,,
"Drama, Romance",1990,Stanley & Iris                  ,,,
"Biography, Crime, Drama",2008,Wisegal                         ,,,
"Biography, Drama, Thriller",2014,The Imitation Game              ,,,
Documentary,1972,Weekend of a Champion           ,,,
"Drama, Music ",2008,Center Stage Turn It Up         ,,,
"Biography, Crime, Drama ",2008,Cass                            ,,,
"Crime, Drama, Thriller",2008,Julia                           ,,,
"Crime, Drama, Thriller ",2008,The Escapist                    ,,,
"Action, Thriller",2008,Contract Killers                ,,,
Drama,2007,Towelhead                       ,,,
Action,1993,No Escape No Return             ,,,
Action,1997,The Bad Pack                    ,,,
"Comedy, Drama, Romance ",2000,The Next Best Thing             ,,,
"Biography, Crime, Drama",1973,Papillon,,,
"Comedy, Family, Romance ",1973,The World's Greatest Athlete,,,
"Crime, Drama, Thriller ",2015,Criminal Activities,,,
"Action, Adventure, Drama ",1988,Le Grand Bleu,,,
Comedy,1999,Election,,,
"Drama, Sci-Fi, Thriller",2002,Signs,,,
"Drama, Mystery, Thriller",2006,Red Road,,,
"Action, Drama",2008,Bodyguard A New Beginning,,,
"Comedy, Drama, Romance",2008,Good Dick,,,
Documentary,2008,I Am Because We Are,,,
"Action, Adventure, Sci-Fi",2008,Outlander,,,
"Action, Thriller",2009,The Way of War,,,
"Drama, Romance ",2008,Vicky Cristina Barcelona,,,
"Adventure, Drama ",2009,Everybody's Fine,,,
"Action, Crime, Mystery ",2009,Night Train,,,
Drama,2009,Personal Effects,,,
"Horror, Mystery, Thriller",2010,Devil,,,
"Drama, Horror, Thriller ",2012,The Woman in Black,,,
"Horror, Sci-Fi ",1997,Event Horizon,,,
"Comedy, Drama, Romance",2014,Gooische Vrouwen II,,,
"Horror, Mystery ",2002,The Ring,,,The Ring BOX
"Horror, Mystery, Thriller ",2005,The Ring 2,,,The Ring BOX
"Horror, Mystery, Thriller",2004,The Grudge,,,"The Grudge,Trilogy Dvd Box"
"Horror, Thriller",2006,The Grudge 2,,,"The Grudge,Trilogy Dvd Box"
"Horror, Mystery, Thriller",2009,The Grudge 3,,,"The Grudge,Trilogy Dvd Box"
Thriller ,2013,Fractured ,,,
"Action, Crime, Drama",1994,Blown Away,,,
"Action, Adventure, Crime ",1994,The Getaway,,,
"Crime, Drama, Thriller ",2007,Before the Devil Knows You're Dead,,,
"Crime, Drama, Thriller ",2008,Pour Elle/Anything for Her,,,
"Comedy, Romance",2008,Yes Man,,,
"Drama, Adventure",1997,Robinson Crusoe,,,
"Comedy, Crime, Drama ",2009,Staten Island/Little New York,,,
"Action, Thriller",2014,Red Sky,,,MovieBox 191
"Action, Thriller ",2015,The Night Crew,,,MovieBox 191
"Action, Fantasy, Sci-Fi ",2012,The Mark,,,MovieBox 191
"Drama, Romance",2013,The Purge,,,
"Action, Adventure, Sci-Fi ",2015,Jupiter Ascending,,,MovieBox 192
Drama,2014,Serena,,,MovieBox 192
Thriller,2014,Beyond The Reach,,,MovieBox 192
,,,,,
"Action, Comedy",2015,Mortdecai,,,MovieBox 193
"Action, Crime, Thriller",2014,Skin Trade,,,MovieBox 193
"Crime, Drama, Thriller ",2014,The Lookalike,,,MovieBox 193
,,,,,
,,,,,
"Action, Adventure, Thriller",1997,Tomorrow Never Dies,,,
"Action, Adventure, Crime",1999,The World Is Not Enough,,,
Drama,2002,Evelyn,DVDR,,
"Action, Comedy, Crime",2004,After the Sunset,,,
"Comedy, Crime, Drama ",2005,The Matador,,,
"Drama, Romance ",2009,The Greatest,,,
"Comedy, Drama ",2014, A Long Way Down,,,
"Action, Adventure, Thriller  ",1997,Dante's Peak,,,
"Comedy, Drama, Romance ",2013,Enough Said,,,
"Action, Crime, Thriller  ",2013,Getaway ,,,
"Action, Adventure, Thriller",1995,GoldenEye ,,,
"Crime, Drama  ",2014,The Drop,,,
"Comedy, Romance ",2013,The Incredible Burt Wonderstone,,,
"Drama, Thriller",2013,Hours,DVDBox 1,,
"Action, Crime, Thriller ",2013,Getaway,DVDBox 1,,
Drama,2013,Life of a King,,,
"Drama, Thriller ",2014,Good Kill,,,
"Comedy, Family",2009,Hotel for Dogs,,,
Action ,2013,Absolute Deception,,,
"Adventure, Drama, History ",2008,Australia,,,
"Action, Thriller, War",2009,Behind Enemy Lines: Colombia,,,
"Action, Adventure, Drama",2012,Red Tails,,,
"Action, Horror, Sci-Fi ",2009,The Devil's Tomb,,,
"Drama, Sci-Fi ",2014,The Giver,,,
"Drama, Western ",2014,The Homesman,,,
,1997,Under the Lighthouse Dancing,,,
"Comedy, Drama ",1985,The Breakfast Club,,,
"Crime, Drama, Musical ",1961,West Side Story,,,
"Comedy, Romance",2014,Top Five,,,
Horror,1980,The Shining,,,
Thriller,1983,The Jigsaw Man,,,
Thriller,2014,The Barber,,,
"Drama, Thriller",2014,Reclaim,,,
Drama,1955,Rebel Without a Cause,,,
"Crime, Thriller ",2014,No Good Deed,,,
"Action, Adventure, Comedy",2000,Charlie's Angels,,,
,,,,,
Thriller,2014,A Good Marriage,,,MovieBox 198
"Fantasy, Horror, Thriller",2014,The Drownsman,,,MovieBox 198
"Action, Adventure, Crime  ",2015,The Mercenary: absolution,,,MovieBox 198
,,,,,
Comedy,2015,Superfast!,,,MovieBox 199
"Comedy, Drama",2014,Here Is Harold,,,MovieBox 199
"Comedy, Romance ",2015,The Wedding Ringer,,,MovieBox 199
,,,,,
"Drama, Sci-Fi ",2015,Ex Machina,,,MovieBox 200
"Action, Crime, Thriller",2015,Fast & Furious 7,,,MovieBox 200
" Drama, Horror, Thriller",2015,Maggy,,,MovieBox 200
Drama,1955,East of Eden,,,2-DVD
Drama,1981,East of Eden - Miniserie -,,,3-DVD
"Drama, Romance",1956,Giant,,,2-DVD
"Adventure, Comedy, Family",1987,The Princess Bride,,,
"Biography, Drama",2001,James Dean,,,
"Action, Drama, Fantasy",2000,Left Behind: The Movie,,,
Drama,2014,Cymbeline,,,
"Adventure, Comedy, Family",1985,The Goonies,,,
"Action, Drama, Sport ",2009,The Boxer,,,
"Action, Sci-Fi",2008,Cyborg Soldier,,,
Thriller,2007,Hidden Camera,,,
"Drama, Romance",2008,Two Lovers,,,
"Action, Crime, Drama",2003,The Hunted,,,
Drama,2008,Amsterdam,,,
"Action, Crime, Thriller",2007,Crash and Burn,,,
"Horror, Sci-Fi, Thriller ",2008,Splinter,,,
"Comedy, Drama, Romance",2008,Flirting with Forty,,,
"Action, Crime, Fantasy",1988,Moonwalker,,,
"Crime, Thriller, Action",2001,After the Storm,,,
"Action, Drama, Thriller",1977,Airport '77,,,
"Comedy, Drama",2014,Birdman: Or (The Unexpected Virtue of Ignorance),,,
"Action, Drama ",2009,Blood and Bone,,,
"Drama, Thriller ",2002,Changing Lanes,,,
"Action, Thriller ",2014,Everly,,,
"Biography, Drama",2008,Flash of Genius,,,
"Documentary, History, Mystery",2006,Loose Change: Second Edition,,,
"Drama, Sport",2015,"McFarland, USA",,,
"Biography, Drama, History ",2009,The Young Victoria,,,
"Action, Comedy, Crime ",2009,Next Day Air,,,
Thriller,2010,One in the Gun,,,
"Crime, Drama, Thriller",2014,The Gambler,,,
"Drama, Music, Romance",1979,The Rose,,,
"Biography, Drama, Romance",2014,The Theory of Everything,,,
Family,2015,A Gift Horse,,,
"Documentary, Drama, Sport ",2014,Bittersweet,,,
"Action, Sci-Fi, Thriller",2015,Boy 7,,,
"Action, Sci-Fi, Thriller",2009,Ghost Machine,,,
Drama,2009,Frame of Mind,,,
Comedy,1984,Police Academy,,,
"Comedy, Crime  ",1985,Police Academy 2: Their First Assignment,,,
"Comedy, Crime  ",1986,Police Academy 3: Back in Training,,,
"Comedy, Crime  ",1987,Police Academy 4: Citizens on Patrol,,,
